node_id,lat,lon,street_count,highway
3731664226,-23.886175,29.4696137,3,none
3731664227,-23.8872031,29.471369,3,none
3731664229,-23.8873418,29.4736046,3,none
3731664251,-23.8892282,29.4747962,3,none
3731664254,-23.8867622,29.4744254,1,none
3731664268,-23.8874386,29.4726028,3,none
3731664275,-23.8854864,29.4699183,3,none
3731664278,-23.8869007,29.4697602,1,none
3731664297,-23.889921,29.475334,1,none
3731664306,-23.8875064,29.4732283,1,none
3731664307,-23.8886911,29.474359,3,none
3731664316,-23.8865538,29.4709995,3,none
3731664317,-23.8884116,29.4685856,3,none
3731664318,-23.8879136,29.4721957,1,none
3731664326,-23.8876642,29.4713288,3,none
3731664329,-23.8864682,29.4694884,3,none
3731664342,-23.887471,29.4736657,3,none
3731664347,-23.8881596,29.4687029,3,none
3731664352,-23.8855066,29.460433,3,none
3731664356,-23.887845,29.4712423,3,none
3731664357,-23.8867204,29.4700955,1,none
3731664360,-23.8875466,29.4689903,3,none
3731664363,-23.886945,29.471255,3,none
3732238792,-23.8743743,29.4884795,3,none
3732238803,-23.8798676,29.4741639,3,none
3732238806,-23.8742719,29.4888905,3,none
3732238809,-23.8780594,29.4761883,3,none
3732238810,-23.8803359,29.4898835,1,none
3732238816,-23.87901,29.4753293,3,none
3732238817,-23.8746858,29.4887316,3,none
3732238823,-23.8777994,29.4764981,3,none
3732241127,-23.8791352,29.4745279,3,none
3732241137,-23.8770584,29.4802558,3,none
3732241152,-23.8791631,29.4757752,4,none
3732241154,-23.8794903,29.4739257,3,none
3732241160,-23.877743,29.4769111,3,none
3732241162,-23.8808692,29.47478,3,none
3732241170,-23.879193,29.4749392,4,none
3732241184,-23.8753725,29.4823091,3,none
3732241188,-23.8781882,29.4760448,3,none
3732241191,-23.877976,29.4772477,4,none
3732241203,-23.8775922,29.4771016,3,none
3732241206,-23.8757034,29.4868343,3,none
3732241212,-23.8748708,29.4844681,1,none
3732241216,-23.880795,29.4750322,1,none
3732241217,-23.8790427,29.4744837,1,none
3732241219,-23.877055,29.4797972,1,none
3732241221,-23.8747716,29.4835523,3,none
3732241233,-23.8799096,29.4892519,1,none
3732241234,-23.877782,29.4802692,3,none
3732241239,-23.8766163,29.4839063,3,none
3732241242,-23.8783216,29.4775602,1,none
3732241244,-23.8745165,29.4838668,3,none
3732241266,-23.8786443,29.4755003,3,none
3732241268,-23.8789568,29.4768307,1,none
3732241269,-23.8795059,29.4751027,4,none
3732241272,-23.8778741,29.4778632,1,none
3732241274,-23.8781776,29.4789278,2,none
3732241275,-23.8785632,29.4772021,1,none
3732241287,-23.8806955,29.4749766,3,none
3732241291,-23.8793947,29.474135,1,none
3732241305,-23.8742355,29.4830989,1,none
3732241318,-23.8802402,29.4897501,1,none
3732241321,-23.877611,29.4781157,3,none
3732241326,-23.8783378,29.4762124,3,none
3732241332,-23.8768272,29.4774944,1,none
3732241338,-23.8741443,29.4843308,3,none
3732241339,-23.8805775,29.4893176,3,none
3732241345,-23.8796111,29.4889267,1,none
3732241351,-23.8744534,29.4839445,3,none
3732241357,-23.8752278,29.4821227,3,none
3732241365,-23.8784641,29.4863391,3,none
3732241368,-23.8779772,29.4766308,4,none
3732241371,-23.8795307,29.4760649,1,none
3732241372,-23.8778767,29.4782361,3,none
3732241375,-23.8816789,29.4860132,3,none
3732241383,-23.8793518,29.4754761,4,none
3732241385,-23.8785781,29.476498,4,none
3732241388,-23.8780574,29.4790463,2,none
3732241391,-23.8788457,29.4761661,4,none
3732241398,-23.8789964,29.4748394,3,none
3732241400,-23.8803823,29.489103,3,none
3732241402,-23.8793184,29.4746138,3,none
3732241408,-23.8800783,29.4894994,1,none
3732241413,-23.878618,29.4784101,3,none
3732241414,-23.8775704,29.4801283,1,none
3732241435,-23.8804098,29.4889177,3,none
3732241446,-23.8789846,29.481471,3,none
3732241448,-23.8817302,29.4859138,4,none
3732241450,-23.8784334,29.4757685,3,none
3732241462,-23.8740773,29.4834315,1,none
3732241473,-23.8782016,29.4763613,3,none
3732241475,-23.8850608,29.4744968,3,none
3732241480,-23.8772414,29.4771995,3,none
3732241488,-23.8769361,29.4775709,3,none
3732241497,-23.8750512,29.4832116,3,none
3732241500,-23.8791482,29.4764819,1,none
3732241501,-23.8747195,29.4836166,3,none
3732241506,-23.8796687,29.4747767,4,none
3732241516,-23.8800632,29.4884688,3,none
3732241519,-23.875137,29.4831097,3,none
3732241525,-23.878805,29.4756458,3,none
3732241526,-23.877976,29.4857155,3,none
3732241529,-23.8782605,29.4769031,4,none
3732241537,-23.8745372,29.4848182,1,none
3732241546,-23.8797614,29.4745477,4,none
3732241554,-23.8785904,29.4759267,4,none
3732241556,-23.8788378,29.4752131,3,none
3732241563,-23.8773788,29.4773684,4,none
3732241570,-23.8776387,29.4776474,4,none
3732241573,-23.876269,29.4797382,3,none
3732241579,-23.8779427,29.4803899,1,none
3732241582,-23.8775725,29.4767837,3,none
3732241587,-23.8822965,29.4851842,3,none
3732241588,-23.8740841,29.4806128,3,none
3732241589,-23.8809047,29.4895671,3,none
